model	objective	reaction	status	value
./e_coli_core.xml	obj	R_LDH_D	optimal	0.8739215069684304
./e_coli_core.xml	obj	R_MALS	optimal	0.8739215069684294
./e_coli_core.xml	obj	R_MALt2_2	optimal	0.8739215069684387
./e_coli_core.xml	obj	R_MDH	optimal	0.8258192905970062
./e_coli_core.xml	obj	R_ME1	optimal	0.8739215069684373
./e_coli_core.xml	obj	R_ME2	optimal	0.8739215069684303
./e_coli_core.xml	obj	R_NADH16	optimal	0.21166294973531027
./e_coli_core.xml	obj	R_NADTRHD	optimal	0.8739215069684407
./e_coli_core.xml	obj	R_NH4t	optimal	1.8595254430742034e-16
./e_coli_core.xml	obj	R_O2t	optimal	0.21166294973531066
./e_coli_core.xml	obj	R_PDH	optimal	0.7966959254309582
./e_coli_core.xml	obj	R_PFK	optimal	0.7040369478590306
./e_coli_core.xml	obj	R_PFL	optimal	0.8739215069684304
./e_coli_core.xml	obj	R_PGI	optimal	0.8631595522084181
./e_coli_core.xml	obj	R_PGK	optimal	-1.9040431472057244e-15
./e_coli_core.xml	obj	R_PGL	optimal	0.8638133095039972
./e_coli_core.xml	obj	R_PGM	optimal	-1.0378907846311551e-16
./e_coli_core.xml	obj	R_PIt2r	optimal	-2.072024354693196e-16
./e_coli_core.xml	obj	R_PPC	optimal	0.8707448062160228
./e_coli_core.xml	obj	R_PPCK	optimal	0.8739215069684303
./e_coli_core.xml	obj	R_PPS	optimal	0.8739215069684273
./e_coli_core.xml	obj	R_PTAr	optimal	0.8739215069684273
./e_coli_core.xml	obj	R_PYK	optimal	0.8649260179498677
./e_coli_core.xml	obj	R_PYRt2	optimal	0.8739215069684321
./e_coli_core.xml	obj	R_RPE	optimal	0.8657155608952996
./e_coli_core.xml	obj	R_RPI	optimal	-6.397921412508148e-33
./e_coli_core.xml	obj	R_SUCCt2_2	optimal	0.8739215069684304
./e_coli_core.xml	obj	R_SUCCt3	optimal	0.8739215069684387
./e_coli_core.xml	obj	R_SUCDi	optimal	0.8142975075325287
./e_coli_core.xml	obj	R_SUCOAS	optimal	0.8583074080226873
./e_coli_core.xml	obj	R_TALA	optimal	0.8647591548314765
./e_coli_core.xml	obj	R_THD2	optimal	0.873921506968427
./e_coli_core.xml	obj	R_TKT1	optimal	0.8647591548314773
./e_coli_core.xml	obj	R_TKT2	optimal	0.8666740848328224
./e_coli_core.xml	obj	R_TPI	optimal	0.7040369478590189
