reaction	minimum	maximum
AACPS2	0.0	-1.0771841589808063e-10
ACS	0.0	-5.870653666445426e-09
ACt2r	-1.7952921081218708e-13	0.0
ADA	0.0	-4.792370339955461e-09
ADCL	0.04609740475252335	0.046097404751467896
ADCS	0.04609740475252335	0.046097404751467896
AACPS3	0.0	-7.755725944661804e-10
AACPS4	0.0	-1.5080578225731288e-10
ADD	0.0	-4.792370339955461e-09
ARGDC	0.0	-1.5760144070994426e-09
ADEt2	-5.075198297728926e-14	0.0
AACPS5	0.0	-1.0771841589808063e-09
AADDGT	0.0	-1.892233252681848e-10
ADHEr	0.0	-6.451267765324657e-10
ARGORNt7	-1.280641703793601e-12	0.0
ADK1	-999996.1557311221	999999.0
ADK3	-999996.8707645625	999998.2849665597
ADK4	0.0	0.0
AB6PGH	0.0	0.0
ADMDC	0.006453636665353267	0.0064536366013590255
ARGSL	0.25906741470918115	0.2590674139773149
ADNCYC	0.0	-6.736793111199211e-11
ARGSS	0.25906741470918115	0.2590674139773149
ADNK1	0.0064536320223867695	0.48310079908902337
ADNt2_copy1	0.0	999999.0
C120SN	0.0387218199921196	0.03872181999152324
ARGabc	0.0	-3.631131486936375e-09
ADNt2_copy2	-999999.0	0.0
ADOCBIK	0.0	0.0
ASAD	-0.4606052948524793	-0.46060526829283766
ADOCBLS	0.0	0.0
ADPT	0.0	-2.7233486152022773e-09
ASNN	0.0	-1.3616743076011387e-09
ADSK	0.21486830108436636	0.21486830095623505
ADSL1r	0.2669030514525772	0.2669030493240652
ADSL2r	0.44060729204103577	0.4406072919113659
ADSS	0.2669030514525772	0.26690304775412454
AGDC	-1.702901641401591e-10	0.0
C140SN	0.012739478777407352	0.012739478746280428
C141SN	0.012487786947458593	0.012487786947344537
C160SN	0.08991206602170174	0.0899120658245002
C161SN	0.017482901726442006	0.017482901726282307
C181SN	0.12487786947458573	0.12487786947344502
CADVt	0.0	-1.8383161659585304e-10
AGMHE	0.023233091995271765	0.02323309199505954
ASNS1	0.0	-4.706089384853834e-09
AGMT	0.0	-1.2633797006319012e-09
AGPR	-0.2977892393502223	-0.29778923470181035
ASNS2	0.21112610911763546	0.21112611141635051
ASNabc	0.0	-6.274785846471787e-09
ASNt2r	-6.198561974701787e-09	0.0
AHCi	-9.655080957479413e-11	0.0
AHCYSNS	0.0	0.0
CAT	0.0	-3.764871507883084e-09
CBIAT_DELETE	0.0	0.0
ASP1DC	5.439493760739222e-05	5.4394802472092385e-05
CBL1abc	0.0	0.0
CBLAT_DELETE	0.0	0.0
AICART	0.5235826205955799	0.5235826204660146
AIRC2	0.4406072920410379	0.4406072919113659
AIRC3	-0.4406072923113219	-0.4406072921848653
AKGDH	4.0222320261806646	4.022232039336071
ASPCT	0.2905058447504022	0.2905058443690968
AKGt2r	-3.387192335902617e-10	0.0
ALAALAr	0.025445767423392895	0.025445767423160452
ALAR_copy1	-999998.9491084651	0.05089153056923726
ALAR_copy2	0.0	999999.0
ALATA_D2	0.0	5.568007407798259e-13
CBMKr	0.5495732594591027	0.549573259459841
CBPS	0.0	4.802406389225994e-13
CDAPPA_EC	0.0	4.802406389225994e-13
CDPMEK	0.0	3.849975059231924e-14
ALATA_L	-999999.0	-0.5262479726548064
CHLabc	0.0	1.2806417037936008e-12
ASPK	0.4606052682872133	0.46060526829270143
CHLt2	-1.2806417037936008e-12	0.0
CHORM	0.2830380651804934	0.28303806518052044
DASYN_EC	0.14036659747143362	0.1403665974719137
ASPO3_1	0.0	0.0025169182995081535
CHORS	0.378920667065742	0.37892066706576905
CHRPL	0.0	0.0
ASPO4_1	0.0	0.0025169182995081535
CINNDO	0.0	0.0
CITL	0.0	9.604812778451989e-13
ASPO5_1	0.0	0.0025169182995081535
CITt7	-6.117715145510827e-14	0.0
DB4PS	1.8438961901009337e-05	1.843896190100942e-05
CLPNS_EC	0.00594656521307551	0.005946565213075537
ASPO6_1	0.0	1.5367700445523252e-12
CMPN	0.0	3.201604259484002e-13
DBTS	0.0	0.0
CO2t	-21.77702307341002	-21.777023073409328
ASPT	0.0	4.2688056793119405e-12
DCTPD	0.0	4.802406389225993e-13
CPPPGO	0.0	0.0
ASPTA	-2.1425124122489483	-2.14251241224346
CRNBTCT	0.0	0.0
CRNCBCT	0.0	0.0
DCYTD	-2.873541594151684e-14	4.802406389225993e-13
ASPabc	0.0	0.0
DCYTt2	-2.873541594151684e-14	0.0
DDGALK	0.0	0.0
DDGLCNt2r	0.0	0.0
DDGLK	0.0	0.0
CRNCDH	0.0	0.0
CRNt7	0.0	0.0
CS	5.046147604918003	5.046147604921053
CSND	-7.714709058997594e-14	3.2016042594840015e-13
CSNt2	-7.714709058997594e-14	0.0
DDPA	0.378920667065742	0.37892066706576905
DDPGALA	-5.277369658490116e-14	0.0
DGK1	-0.47664716514163236	4.802406389225993e-13
ASPt2r	0.0	0.0
DGSNt2	-2.390743690965028e-14	0.0
DHAD1	0.7652713138294943	0.7652713138295452
DHAD2	0.2544576742339287	0.2544576742339642
CTPS2	0.1395829415906406	0.13958294159112083
CYANST	0.0	0.0
CYNTAH	0.0	0.0
DHAPT	0.0	0.4172835242129376
CYNTt2	0.0	0.0
ASPt2_2	0.0	0.0
CYSDS	0.0	4.316769788068291e-13
DHAt	-9.280012346330445e-14	0.0
DHBD	0.0	2.4502073414418385e-14
DHBSr	0.0	2.4502073414418385e-14
CYSS	0.21486830108436597	0.2148683010847977
CYSTL	0.13460442187736804	0.13460442187739693
DHCIND	0.0	0.0
ASPt2_3	0.0	0.0
DHCINDO_1	-3.648551862659833e-14	0.0
DHDPRy	0.32600084640984495	0.32600084640988264
CYSabc	0.0	0.0
CYTBD	0.0	7.683850222761614e-12
AST	0.0	1.4891182602251104e-13
CYTBO3	39.84386794491447	39.843867944922174
CYTD	0.0	3.201604259483996e-13
CYTDK2	-4.802406389225993e-13	9.60481277845199e-13
CYTDt2_copy1	0.0	999999.0
DHDPS	0.32600084640984484	0.32600084641012816
DHFR	0.06886952270026986	0.06886952270046329
DHFS_1	0.04609740475252335	0.04609740475252497
DHNAOT	0.0	0.0
ATPM	7.6	7.6
DHNPA2r	0.04609740475252335	0.04609740475252497
DHORD2	0.0	0.2905058447509847
CYTDt2_copy2	-999999.0	0.0
CYTK1	0.16365408440075876	0.16365408440786633
CYTK2	-3.5537807280272357e-12	3.553780728027234e-12
DHORD5	0.0	0.2905058447509847
DHORTS	-0.2905058447509847	-0.29050584475040186
ATPPRT	0.08297532855454197	0.08297532855482827
DHPPD	-2.498264132180841e-13	0.0
DAAD	0.0	6.4614195055040726e-12
ATPS4r	53.50560589255049	53.50560589257346
DADA	0.0	5.802090984534278e-12
DADK	-0.4766471651450954	3.5537807280272365e-12
DHPPDA2	9.219480950504665e-06	9.219480950504987e-06
DHPS2_1	0.046097404752523365	0.04609740475252497
BETALDHx	0.0	0.0
DHPTDCs	0.0	0.0
DHQTi	0.3789206670657418	0.37892066706594196
DADNt2	-1.7813437233219262e-13	0.0
BETALDHy	0.0	0.0
DAGK_EC	0.015488727996847826	0.015488728003955385
DALAt2r	-7.423040685174405e-13	0.0
DHQS	0.3789206670657416	0.37892066706594196
DINSt2	-1.8497232156290123e-13	0.0
DAPDC	0.30055507898645206	0.3005550789867295
DKGLCNR1	0.0	0.0
DAPE	0.32600084640984495	0.3260008464101224
DAPabc	0.0	0.0
DKGLCNR2x	0.0	0.0
DKGLCNR2y	0.0	0.0
DKMPPD	0.006453636658245699	0.006453636665520498
DKMPPD2	0.0	7.107561456054495e-12
BPNT	0.2148683010843659	0.21486830108470886
DMATT	0.0	1.9523585925159967e-14
DMPPS	0.0	1.952358592515992e-14
DMQMT	0.0	0.0
EDD	0.0	9.171047040070305e-12
BSORx	0.0	0.0
EDTXS1	0.007744363998423912	0.007744363998424188
DMSOR1	0.0	0.0
BSORy	0.0	0.0
DMSOR1e	0.0	0.0
EDTXS2	0.007744363998423912	0.007744363998424188
DMSOR2	0.0	0.0
BTS2	0.0	0.0
EDTXS3	0.0	-6.379662183709521e-31
EDTXS4	0.0	-6.379662183709521e-31
DMSOR2e	0.0	0.0
ENO	13.39304801501141	13.393048015075612
DNMPPA	0.046097404752523344	0.04609740475252497
BUTCT	-5.14109327743544e-13	0.0
DNTPPA	0.04609740475252333	0.04609740475252497
DOGULNR	0.0	0.0
ENTCS_1	0.0	0.0
BUTt2r	-5.14109327743544e-13	0.0
DPCOAK	5.4394937607392145e-05	5.4394937607394083e-05
BIOMASS_Ecoli	0.9219480950504666	0.921948095050471
DPR	5.43949376073922e-05	5.4394937607392464e-05
ETHAAL	0.0	1.7623509685232928e-13
ETOHt2r	-1.0554739316980232e-13	0.0
DRPA	0.4766471651356026	0.47664716514163247
EX_h2o_e	41.29449368522864	41.294493685230826
DSERt2	-1.2235430291021674e-13	0.0
DTMPK	0.02277211794774654	0.022772117948226756
DURIK1	0.0	9.604812778451987e-13
DURIPP	-4.802406389225993e-13	0.47664716514163247
DURIt2	-2.8951960146049745e-14	0.0
DUTPDP	0.0	4.802406389225993e-13
DXPRIi	0.0	3.8499750592319285e-14
EX_12ppd__S_e	0.0	0.0
EX_15dap_e	0.0	3.7518799915828133e-14
EX_26dap__M_e	0.0	0.0
EX_2ddglcn_e	0.0	0.0
EX_3hcinnm_e	0.0	3.648551862659833e-14
EX_3hpppn_e	0.0	3.5639379511881307e-14
EX_4abut_e	0.0	6.318955775297377e-14
EX_ac_e	0.0	1.795292108121871e-13
DXPS	0.0	3.8499750592319285e-14
DXYLK	0.0	0.0
EX_acac_e	0.0	0.0
EX_h_e	8.427545975817992	8.427545975821914
EX_acald_e	0.0	9.979026263326763e-14
EX_acgam_e	0.0	3.518246438993411e-14
D_LACt2	-1.0272527035777562e-13	0.0
E4PD	0.0	3.027521758377308e-14
ECAP_EC	0.0	0.0
EX_acmana_e	0.0	0.0
EX_hdca_e	0.0	1.2013524425831145e-14
EX_acnam_e	0.0	0.0
EX_ade_e	0.0	5.075198297728926e-14
EDA	-5.277369658490116e-14	1.239330681090581e-12
EX_his__L_e	0.0	3.869008168560723e-14
EX_adn_e	0.0	2.5836752598391388e-14
EX_akg_e	0.0	6.998042097232792e-14
EX_hxan_e	0.0	5.426447897430504e-14
EX_ala__D_e	0.0	1.0031136061046492e-13
EX_idon__L_e	0.0	5.122566815174406e-14
EX_ala__L_e	0.0	1.0031136061046492e-13
EX_alltn_e	0.0	0.0
EX_amp_e	-2.1804342289334856e-14	0.0
EX_arab__L_e	0.0	5.6498898696776467e-14
EX_arg__L_e	0.0	3.940436011672618e-14
FBP	0.0	9.604812778451987e-13
FCI	0.0	0.0
FCLK	0.0	0.0
FCLPA	0.0	0.0
FCLT	0.0	0.0
EX_asn__L_e	0.0	7.489132770722812e-14
EX_asp__L_e	0.0	0.0
EX_ile__L_e	0.0	3.5376842646232036e-14
EX_but_e	0.0	0.0
EX_cbl1_e	0.0	0.0
FDH2	0.0	0.3386886960965111
FDH3	0.0	0.3386886960965111
FE2abc	0.0	5.488464444829712e-13
EX_chol_e	0.0	0.0
EX_indole_e	0.0	2.5767438708120746e-14
EX_cit_e	0.0	0.0
EX_co2_e	21.777023073409328	21.777023073410014
EX_crn_e	0.0	0.0
FFSD	-2.3200030865826112e-14	0.0
FHL	0.0	0.3386886960965111
FMNAT	9.219480950504675e-06	9.21948095050471e-06
EX_csn_e	0.0	0.0
EX_ins_e	0.0	2.617115198488283e-14
EX_cynt_e	0.0	0.0
EX_k_e	0.0	0.0
EX_cys__L_e	0.0	0.0
EX_cytd_e	0.0	2.850092812597036e-14
EX_lac__D_e	0.0	1.0272527035777561e-13
EX_dad_2_e	0.0	2.4072212477323333e-14
FORt	-6.985318384328737e-13	0.0
FRD2	0.0	0.677808863898923
EX_dcyt_e	0.0	2.873541594151685e-14
FRD3	0.0	0.38478610085196013
FRUK	0.0	0.0
FRUpts	0.0	0.0
FRUpts2	0.0	0.0
EX_dgsn_e	0.0	2.3907436909650284e-14
EX_dha_e	0.0	9.280012346330445e-14
EX_din_e	0.0	2.4362239133676608e-14
EX_dms_e	0.0	0.0
FTHFD	0.2861099962277305	0.2861099962342464
EX_lac__L_e	0.0	1.1333112422952223e-13
FUCPt6_2	0.0	0.0
FUCt	-4.7844646468005046e-14	0.0
FUM	4.988807043146303	4.988807043150572
EX_dmso_e	-1.5367700445523256e-12	0.0
EX_duri_e	0.0	2.895196014604975e-14
EX_etoh_e	0.0	1.0554739316980233e-13
FUMt2_2	0.0	3.841925111380807e-12
EX_lcts_e	0.0	2.3340978805472702e-14
FUMt2_3	0.0	1.9209625556904034e-12
EX_fe2_e	-6.533886243844896e-14	0.0
EX_for_e	0.0	6.985318384328738e-13
G1PACT	0.06638026284363366	0.06638026284366637
EX_leu__L_e	0.0	4.002005324355003e-14
G1PP	0.0	9.604812778451989e-13
EX_fru_e	0.0	4.640006173165221e-14
EX_lys__L_e	0.0	3.751879991582814e-14
EX_fuc1p__L_e	0.0	0.0
EX_fuc__L_e	0.0	0.0
G1PTT	0.0	3.0958300655767945e-14
G1SAT	0.0	4.9765869318404177e-14
EX_fum_e	0.0	9.061144130615096e-14
EX_mal__L_e	0.0	0.0
G3PD2	-0.15221363049710077	-0.15221363049283199
G3PD5	0.0	8.731647980410907e-13
EX_g6p_e	0.0	4.4777681950825226e-14
G3PD6	0.0	8.731647980410907e-13
EX_gal_e	0.0	4.696729965013207e-14
EX_galct__D_e	0.0	0.0
EX_galctn__D_e	0.0	0.0
G3PD7	0.0	8.731647980410907e-13
G5SADs	0.19360909996059789	0.193609099961382
G5SD	0.1936090999596374	0.193609099961382
EX_galt_e	0.0	4.3264922425459546e-14
EX_malt_e	0.0	2.3200030865826112e-14
EX_galur_e	0.0	0.0
EX_gam_e	0.0	0.0
G6PDA	0.0	9.604812778451989e-13
G6PDH2r	5.06245928301732	5.062459283023804
G6Pt6_2	-4.477768195082521e-14	0.0
GALCTD	0.0	0.0
EX_gbbtn_e	0.0	0.0
EX_glc__D_e	-10.0	-9.999999999999943
GALCTND	0.0	0.0
GALCTNt2r	0.0	0.0
EX_glcn_e	0.0	4.784464646800503e-14
EX_malthx_e	0.0	7.610786670722671e-15
EX_glcr_e	0.0	0.0
EX_glcur_e	0.0	0.0
GALCTt2r	0.0	0.0
EX_maltpt_e	0.0	0.0
GALKr	0.0	0.0
GALS3	0.0	0.0
GALTpts	0.0	0.0
EX_gln__L_e	0.0	0.0
EX_glu__L_e	0.0	6.216707299968933e-14
EX_gly_e	0.0	1.5429418117995176e-13
EX_glyald_e	0.0	9.082565275131917e-14
EX_glyb_e	0.0	0.0
EX_malttr_e	0.0	1.546668724388407e-14
EX_glyc3p_e	0.0	0.0
EX_glyc_e	0.0	7.954296296854661e-14
GALUi_copy1	-999998.9817454277	0.01825457228247947
GALURt2r	0.0	0.0
GALUi_copy2	0.0	999999.0
GALabc	0.0	0.0
EX_glyclt_e	0.0	1.5367700445523233e-12
EX_gsn_e	0.0	1.897880228585976e-13
EX_gua_e	0.0	3.6542732421873953e-13
GALt2	0.0	0.0
EX_maltttr_e	0.0	8.584011420355662e-14
GAMpts	0.0	0.0
GAPD	15.357828195445483	15.357828195462734
GARFT	0.4406072921564958	0.4406072921579195
EX_man6p_e	0.0	3.3135484643610664e-13
GART	0.0	7.1075614560544714e-12
GCALDD	0.046097404752523385	0.04609740475252497
EX_man_e	0.0	0.0
GDMANE	0.0	0.0
GLCS1	0.1419800066377719	0.14198000664487928
EX_melib_e	0.0	1.7272324316049798e-13
GLCURt2r	0.0	0.0
GF6PTA	0.06638026284363362	0.0663802628507411
GHMT2r	1.4538282486124303	1.4538282486217036
GK1	0.2566795691430003	0.7333267342880958
GLCpts	9.999999999996158	10.0
GLCDe	0.0	6.4614195055040984e-12
EX_met__D_e	0.0	0.0
GLCNt2r	-5.0618249161802424e-14	6.4614195055040984e-12
GLCt2	0.0	2.843024582421784e-11
EX_met__L_e	0.0	2.1376124679863092e-13
GLGC	0.14198000663777177	0.14198000664487928
GLNS	1.7532023120945937	1.7532023121016924
GLCP	0.0	7.107561456054471e-12
GLCRAL	0.0	0.0
GLCRD	0.0	0.0
GLCRt2r	0.0	0.0
GLNabc	0.0	0.0
GLTPD	-4.326492242545954e-14	0.0
GLU5K	0.1936090999596374	0.19360909996640005
GLUABUTt7	0.0	999999.0
GLUCYS	0.0	0.0
GUAD	0.0	0.0
GUAPRT	0.0	0.0
GLUDC	-4.3167697880683033e-13	0.0
EX_mnl_e	0.0	0.0
GLUDy	-7.673387824330673	-7.673387824325543
GLUN	0.0	0.0
GLUPRT	0.44060729215745625	0.44060729215740296
GUAt	-3.841925111380807e-12	0.0
EX_na1_e	0.0	0.0
GUAt2r	0.0	0.0
GUI1	0.0	0.0
GLUR	-0.025445767423393	-0.025445767423390067
GLUSy	0.0	0.0
GLUTRR	0.0	0.0
GLUTRS	0.0	0.0
GUI2	0.0	0.0
GLUabc	0.0	0.0
EX_nac_e	0.0	0.0
EX_nad_e	0.0	0.0
H2Ot	-41.29449368523143	-41.294493685232645
EX_nh4_e	-9.850520309487617	-9.850520309485988
GLUt2r	-999999.0	0.0
EX_nmn_e	0.0	0.0
GLUt4	0.0	999999.0
GLXCL	0.0	0.0
HBZOPT	0.0	0.0
HCINNMt2r	-2.6999283783682767e-13	0.0
EX_no2_e	0.0	0.0
HCO3E	2.5673451724946315	2.5673451724943495
GLYALDt	-6.721098303597619e-13	0.0
GLYAT	-4.004259975241968e-12	0.0
HDCAt2	-8.890008075115052e-14	0.0
HEMEOS	0.0	0.0
GLYBabc	0.0	0.0
GLYBt2r	-9.476748608072646e-12	0.0
GLYC3Pabc	0.0	0.0
GLYC3Pt6	0.0	0.0
HETZK	0.0	0.0
EX_no3_e	0.0	0.0
HEX1	-1.347405015365779e-13	0.0
GLYCDx	0.0	0.0
GLYCK	0.0	0.0
EX_o2_e	-19.928387609126503	-19.92838760913093
GLYCL	0.0	0.0
GLYCLTDx	0.0	0.0
HISTD	0.08297532855454191	0.08297532855453282
HISTP	0.08297532855454191	0.08297532855453282
HISabc	0.0	0.0
GLYCLTDy	0.0	0.0
EX_ocdca_e	0.0	0.0
GLYCLTt2r	-1.5367700445523233e-12	0.0
GLYCTO2	0.0	0.04609740475251828
HISt2r	-9.476748608072646e-12	0.0
EX_orn_e	0.0	0.0
HKNDDH_1	-2.6373140838792163e-13	0.0
GLYCTO3	0.0	0.04609740475251828
GLYCTO4	0.0	0.04609740475251828
HKNTDH_1	-2.6999283783682767e-13	0.0
EX_phe__L_e	0.0	0.0
HMBS	0.0	0.0
GLYCt	0.0	0.0
GLYK	0.005946565181486346	0.005946565213074852
HMPK1	0.0	0.0
EX_pi_e	-0.8404819955318412	-0.8404819955273715
HOPNTAL	-2.6999283783682767e-13	0.0
GLYOX	0.0	0.0
GLYt2r	-1.141776940731643e-12	0.0
HPPK2	0.046097404752523365	0.04609740475251828
HPPPNDO_1	-2.6373140838792163e-13	0.0
HPPPNt2r	-2.6373140838792163e-13	0.0
GMAND	0.0	0.0
GMHEPAT	0.02323309199527175	0.02323309199526919
GMHEPK	0.02323309199527175	0.02323309199526919
GMHEPPA	0.02323309199527175	0.02323309199526919
HPYRI	-4.3076130036693604e-12	0.0
HPYRRx	0.0	0.0
GMPR	0.0	0.0
GMPS2	0.2566795691430001	0.25667956914297196
HPYRRy	0.0	0.0
EX_pnto__R_e	0.0	0.0
HSDy	-0.13460442188285654	-0.13460442187736812
HSK	0.0	5.488464444829568e-12
HSST	0.13460442187736812	0.13460442187739693
GND	5.06245928301732	5.062459283023804
GNK	-5.122566815174406e-14	8.731647980410943e-13
GOFUCR	0.0	0.0
GP4GH	0.0	0.0
GPDDA1	0.0	0.0
HSTPT	0.08297532855454201	0.08297532855458074
HXPRT	0.0	4.802406389225993e-13
GPDDA2	0.0	1.762350968523293e-13
EX_pppn_e	0.0	3.3760326110551905e-14
GPDDA3	0.0	0.0
GPDDA4	0.0	1.3721161112074242e-13
HYD1	0.0	0.3386886960965111
HYD2	0.0	0.3386886960965111
EX_pro__L_e	0.0	4.887945434326717e-14
HYD3	0.0	0.3386886960965111
GPDDA5	0.0	0.0
GRTT	0.0	3.853485568085058e-15
HYPOE	0.0	9.604812778451987e-13
GSNK	0.0	0.47664716514205147
GSNt2	0.0	0.0
GSPMDA	0.0	9.604812778451987e-13
HYXNt	-5.136263517888765e-14	0.0
ICDHyr	5.046147604913734	5.046147604921053
ICHORS	0.0	3.4768553044170166e-14
ICHORT	0.0	2.4502073414418388e-14
ICL	0.0	4.268805679312239e-12
GSPMDS	0.0	9.604812778451987e-13
GTHOr	0.0	0.0
IDOND	-4.2688056793119405e-12	5.1225668151744057e-14
EX_ptrc_e	0.0	4.7082415580647046e-14
IDOND2	0.0	4.2688056793119405e-12
IDONt2r	-4.838696613829729e-14	0.0
IG3PS	0.082975328554542	0.08297532855458074
GTHS	0.0	2.1326256516129887e-14
GTPCI_1	0.04609740475252338	0.046097404752523594
IGPDH	0.082975328554542	0.08297532855458074
EX_pyr_e	0.0	1.2235430291021674e-13
IGPS	0.0497851971327252	0.04978519713275098
GTPCII2	9.219480950504668e-06	9.21948095050471e-06
ILETA	-0.2544576742339642	-0.2544576742339289
EX_rib__D_e	0.0	0.0
ILEabc	0.0	1.280641703793601e-12
EX_rmn_e	0.0	4.7844646468005065e-14
ILEt2r	-1.2806417037936008e-12	0.0
IMPC	-0.5235826207120502	-0.5235826207119962
KARA2	0.25445767423392907	0.2544576742339642
EX_sbt__D_e	0.0	0.0
KAS14	0.0	0.2962219229397561
KAS15	0.0	0.2962219229397561
IMPD	0.25667956914300044	0.25667956914329837
INDOLEt2r	-2.5767438708120746e-14	0.0
INSK	0.0	9.604812778451989e-13
KAS16	0.030977455993695686	0.030977455993695825
EX_ser__D_e	0.0	0.0
KDOCT2	0.038721819992119606	0.03872181999211978
KDOPP	0.038721819992119606	0.03872181999211978
KDOPS	0.038721819992119606	0.03872181999211978
KG6PDC	0.0	0.0
Kabc	0.0	1.280641703793601e-12
INSt2_copy1	0.0	999999.0
INSt2_copy2	-999999.0	0.0
IPDDI	0.0	2.1342426112317352e-14
IPDPS	0.0	2.347666872354909e-13
IPMD	0.39459378468159945	0.39459378468189543
EX_ser__L_e	0.0	7.832023643035243e-13
IPPMIa	-0.39459378468159945	-0.3945937846815994
IPPMIb	-0.39459378468159945	-0.3945937846815994
IPPS	0.39459378468159945	0.39459378468189543
Kt2r	-1.5385711855484256e-28	0.0
LACZ	-2.8042002166739262e-30	0.0
LCADi_copy1	-999999.0	0.0
KARA1	-0.7652713138294945	-0.765271313829494
EX_so4_e	-0.21486830108436605	-0.2148683010843659
LCADi_copy2	0.0	999999.0
EX_spmd_e	0.0	0.0
LCARS	0.0	0.0
LCTSt	-2.8042002166739262e-30	0.0
MELIBt2	0.0	0.0
EX_succ_e	0.0	-1.9680239991482938e-12
MEPCT	0.0	-7.296802441103099e-13
LDH_D	-1.3187753018986492e-28	-1.1045534695219751e-11
LDH_D2	0.0	-2.5246936446216674e-11
LEUTAi	0.3945937846815994	0.394593784680679
LEUabc	0.0	-2.9454759187252804e-11
METAT	0.006453636665353261	0.006453636661941513
EX_sucr_e	0.0	-5.336007099140005e-13
METDabc	0.0	0.0
LEUt2r	-9.47674860807258e-12	-1.7231531956853375e-28
METS_1	0.13460442187736812	0.13460442187710683
METabc	-2.13761246798631e-13	0.0
LGTHL	0.0	-1.1045534695219751e-11
LPADSS	0.007744363998423912	0.007744363998423064
LPLIPA1	0.0	-3.155867055777079e-12
MGSA	0.0	-1.1045534695219751e-11
EX_tartr__L_e	0.0	-2.427590042905453e-12
MI1PP	0.0	0.0
LPLIPA2	0.0	-4.053407227603576e-12
LPLIPA3	0.0	-4.053407227603576e-12
LPLIPA4	0.0	-4.053407227603576e-12
MICITDr	0.0	-1.10455346952197e-11
EX_taur_e	0.0	0.0
MLTG1	-5.5987092997672226e-14	0.0
MLTG2	-5.598709299767223e-14	0.0
LPLIPA5	0.0	0.0
LPLIPA6	0.0	-3.1558670557770773e-12
LPSSYN_EC	0.007744363998423915	0.007744363998423064
EX_thm_e	0.0	0.0
MLTG3	0.0	-2.2091069390439564e-11
MLTG4	0.0	-2.2091069390439564e-11
EX_thr__L_e	0.0	-1.3937583211633826e-12
MLTG5	0.0	-2.2091069390439558e-11
LYSDC	0.0	-2.225388207044432e-10
LYSabc	0.0	-7.595917850267125e-09
MLTP1	-7.1075614560545046e-12	0.0
EX_thymd_e	0.0	-1.5501873163810498e-10
MLTP2	-7.107561456054503e-12	0.0
MLTP3	-7.107561456054505e-12	0.0
LYSt2r	-9.476748608072643e-12	-2.662955694335703e-26
MMCD	0.0	-2.8484691938501722e-09
EX_tma_e	0.0	0.0
MME	0.0	-2.8484691938501722e-09
L_LACD2	0.0	0.0
L_LACD3	0.0	0.0
EX_tmao_e	0.0	0.0
L_LACt2r	-7.72715225139109e-13	0.0
M1PD	-2.9702366692322996e-13	0.0
MACPD	0.0	-5.696938387700336e-09
MALS	0.046097404744530696	0.04609737943279716
MMM2	0.0	-2.8484691938501722e-09
