model	objective	gene	status	value
e_coli_core.xml	obj	G_b2926	optimal	0.0
e_coli_core.xml	obj	G_b2935	optimal	0.873922
e_coli_core.xml	obj	G_b2975	optimal	0.873922
e_coli_core.xml	obj	G_b2976	optimal	0.873922
e_coli_core.xml	obj	G_b2987	optimal	0.873922
e_coli_core.xml	obj	G_b3114	optimal	0.873922
e_coli_core.xml	obj	G_b3115	optimal	0.873922
e_coli_core.xml	obj	G_b3212	optimal	0.873922
e_coli_core.xml	obj	G_b3213	optimal	0.873922
e_coli_core.xml	obj	G_b3236	optimal	0.825819
e_coli_core.xml	obj	G_b3386	optimal	0.873922
e_coli_core.xml	obj	G_b3403	optimal	0.873922
e_coli_core.xml	obj	G_b3493	optimal	0.873922
e_coli_core.xml	obj	G_b3528	optimal	0.873922
e_coli_core.xml	obj	G_b3603	optimal	0.873922
e_coli_core.xml	obj	G_b3612	optimal	0.873922
e_coli_core.xml	obj	G_b3731	optimal	0.37423
e_coli_core.xml	obj	G_b3732	optimal	0.37423
e_coli_core.xml	obj	G_b3733	optimal	0.37423
e_coli_core.xml	obj	G_b3734	optimal	0.37423
e_coli_core.xml	obj	G_b3735	optimal	0.37423
e_coli_core.xml	obj	G_b3736	optimal	0.37423
e_coli_core.xml	obj	G_b3737	optimal	0.37423
e_coli_core.xml	obj	G_b3738	optimal	0.37423
e_coli_core.xml	obj	G_b3739	optimal	0.873922
e_coli_core.xml	obj	G_b3870	optimal	0.873922
e_coli_core.xml	obj	G_b3916	optimal	0.873922
e_coli_core.xml	obj	G_b3919	optimal	0.704037
e_coli_core.xml	obj	G_b3925	optimal	0.873922
e_coli_core.xml	obj	G_b3951	optimal	0.873922
e_coli_core.xml	obj	G_b3952	optimal	0.873922
e_coli_core.xml	obj	G_b3956	optimal	0.870745
e_coli_core.xml	obj	G_b3962	optimal	0.873922
e_coli_core.xml	obj	G_b4014	optimal	0.873922
e_coli_core.xml	obj	G_b4015	optimal	0.873922
e_coli_core.xml	obj	G_b4025	optimal	0.86316
e_coli_core.xml	obj	G_b4077	optimal	0.873922
e_coli_core.xml	obj	G_b4090	optimal	0.873922
e_coli_core.xml	obj	G_b4122	optimal	0.873922
e_coli_core.xml	obj	G_b4151	optimal	0.873922
e_coli_core.xml	obj	G_b4152	optimal	0.873922
e_coli_core.xml	obj	G_b4153	optimal	0.873922
e_coli_core.xml	obj	G_b4154	optimal	0.873922
e_coli_core.xml	obj	G_b4232	optimal	0.873922
e_coli_core.xml	obj	G_b4301	optimal	0.873922
e_coli_core.xml	obj	G_b4395	optimal	0.873922
e_coli_core.xml	obj	G_s0001	optimal	0.211141
