model	objective	reaction	flux	status	minimum	maximum
iJR904.xml.gz	obj	R_ADNt2_copy1	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_ADNt2_copy2	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_ADOCBIK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ADOCBLS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ADPT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ADSK	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_ADSL1r	0.266903	optimal	0.266903	0.266903
iJR904.xml.gz	obj	R_ADSL2r	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_ADSS	0.266903	optimal	0.266903	0.266903
iJR904.xml.gz	obj	R_AGDC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AGMHE	0.023233	optimal	0.023233	0.023233
iJR904.xml.gz	obj	R_AGMT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AGPR	-0.297789	optimal	-0.297789	-0.297789
iJR904.xml.gz	obj	R_AHCYSNS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AHCi	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AICART	0.523583	optimal	0.523583	0.523583
iJR904.xml.gz	obj	R_AIRC2	0.440607	optimal	0.440607	0.440607
iJR904.xml.gz	obj	R_AIRC3	-0.440607	optimal	-0.440607	-0.440607
iJR904.xml.gz	obj	R_AKGDH	4.022232	optimal	4.022232	4.022232
iJR904.xml.gz	obj	R_AKGt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALAALAr	0.025446	optimal	0.025446	0.025446
iJR904.xml.gz	obj	R_ALAR_copy1	0.050892	optimal	-999998.949108	0.050892
iJR904.xml.gz	obj	R_ALAR_copy2	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_ALATA_D2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALATA_L	-0.896871	optimal	-999999.0	-0.526248
iJR904.xml.gz	obj	R_ALATA_L2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALAabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALAt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALCD19	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALDD19xr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALDD2x	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALLTAHr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALLTN	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALLTNt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ALTRH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMALT1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMALT2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMALT3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMALT4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMANAPEr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMANK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMAOTr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMMQT8_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMPMS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AMPN	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ANPRT	0.049785	optimal	0.049785	0.049785
iJR904.xml.gz	obj	R_ANS	0.049785	optimal	0.049785	0.049785
iJR904.xml.gz	obj	R_AOXSr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AP4AH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AP5AH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_APRAUR	9e-06	optimal	9e-06	9e-06
iJR904.xml.gz	obj	R_ARAI	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ARBabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ARBt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ARGDC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ARGORNt7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ARGSL	0.259067	optimal	0.259067	0.259067
iJR904.xml.gz	obj	R_ARGSS	0.259067	optimal	0.259067	0.259067
iJR904.xml.gz	obj	R_ARGabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASAD	-0.460605	optimal	-0.460605	-0.460605
iJR904.xml.gz	obj	R_ASNN	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASNS1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASNS2	0.211126	optimal	0.211126	0.211126
iJR904.xml.gz	obj	R_ASNabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASNt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASP1DC	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_ASPCT	0.290506	optimal	0.290506	0.290506
iJR904.xml.gz	obj	R_ASPK	0.460605	optimal	0.460605	0.460605
iJR904.xml.gz	obj	R_ASPO3_1	0.002517	optimal	0.0	0.002517
iJR904.xml.gz	obj	R_ASPO4_1	0.0	optimal	0.0	0.002517
iJR904.xml.gz	obj	R_ASPO5_1	0.0	optimal	0.0	0.002517
iJR904.xml.gz	obj	R_ASPO6_1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASPT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASPTA	-2.142512	optimal	-2.142512	-2.142512
iJR904.xml.gz	obj	R_ASPabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASPt2_2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASPt2_3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ASPt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_AST	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ATPM	7.6	optimal	7.6	7.6
iJR904.xml.gz	obj	R_ATPPRT	0.082975	optimal	0.082975	0.082975
iJR904.xml.gz	obj	R_ATPS4r	53.505606	optimal	53.505606	53.505606
iJR904.xml.gz	obj	R_BETALDHx	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_BETALDHy	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_BIOMASS_Ecoli	0.921948	optimal	0.921948	0.921948
iJR904.xml.gz	obj	R_BPNT	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_BSORx	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_BSORy	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_BTS2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_BUTCT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_BUTt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_C120SN	0.038722	optimal	0.038722	0.038722
iJR904.xml.gz	obj	R_C140SN	0.012739	optimal	0.012739	0.012739
iJR904.xml.gz	obj	R_C141SN	0.012488	optimal	0.012488	0.012488
iJR904.xml.gz	obj	R_C160SN	0.089912	optimal	0.089912	0.089912
iJR904.xml.gz	obj	R_C161SN	0.017483	optimal	0.017483	0.017483
iJR904.xml.gz	obj	R_C181SN	0.124878	optimal	0.124878	0.124878
iJR904.xml.gz	obj	R_CADVt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CAT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CBIAT_DELETE	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CBL1abc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CBLAT_DELETE	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CBMKr	0.549573	optimal	0.549573	0.549573
iJR904.xml.gz	obj	R_CBPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CDAPPA_EC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CDPMEK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CHLabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CHLt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CHORM	0.283038	optimal	0.283038	0.283038
iJR904.xml.gz	obj	R_CHORS	0.378921	optimal	0.378921	0.378921
iJR904.xml.gz	obj	R_CHRPL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CINNDO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CITL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CITt7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CLPNS_EC	0.005947	optimal	0.005947	0.005947
iJR904.xml.gz	obj	R_CMPN	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CO2t	-21.777023	optimal	-21.777023	-21.777023
iJR904.xml.gz	obj	R_CPPPGO	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CRNBTCT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CRNCBCT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CRNCDH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CRNt7	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CS	5.046148	optimal	5.046148	5.046148
iJR904.xml.gz	obj	R_CSND	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CSNt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CTPS2	0.139583	optimal	0.139583	0.139583
iJR904.xml.gz	obj	R_CYANST	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYNTAH	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYNTt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYSDS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYSS	0.214868	optimal	0.214868	0.214868
iJR904.xml.gz	obj	R_CYSTL	0.134604	optimal	0.134604	0.134604
iJR904.xml.gz	obj	R_CYSabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYTBD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYTBO3	39.843868	optimal	39.843868	39.843868
iJR904.xml.gz	obj	R_CYTD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYTDK2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_CYTDt2_copy1	0.0	optimal	0.0	999999.0
iJR904.xml.gz	obj	R_CYTDt2_copy2	0.0	optimal	-999999.0	0.0
iJR904.xml.gz	obj	R_CYTK1	0.163654	optimal	0.163654	0.163654
iJR904.xml.gz	obj	R_CYTK2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DAAD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DADA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DADK	0.0	optimal	-0.476647	0.0
iJR904.xml.gz	obj	R_DADNt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DAGK_EC	0.015489	optimal	0.015489	0.015489
iJR904.xml.gz	obj	R_DALAt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DAPDC	0.300555	optimal	0.300555	0.300555
iJR904.xml.gz	obj	R_DAPE	0.326001	optimal	0.326001	0.326001
iJR904.xml.gz	obj	R_DAPabc	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DASYN_EC	0.140367	optimal	0.140367	0.140367
iJR904.xml.gz	obj	R_DB4PS	1.8e-05	optimal	1.8e-05	1.8e-05
iJR904.xml.gz	obj	R_DBTS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DCTPD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DCYTD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DCYTt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DDGALK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DDGLCNt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DDGLK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DDPA	0.378921	optimal	0.378921	0.378921
iJR904.xml.gz	obj	R_DDPGALA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DGK1	0.0	optimal	-0.476647	0.0
iJR904.xml.gz	obj	R_DGSNt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHAD1	0.765271	optimal	0.765271	0.765271
iJR904.xml.gz	obj	R_DHAD2	0.254458	optimal	0.254458	0.254458
iJR904.xml.gz	obj	R_DHAPT	0.417284	optimal	0.0	0.417284
iJR904.xml.gz	obj	R_DHAt	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHBD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHBSr	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHCIND	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHCINDO_1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHDPRy	0.326001	optimal	0.326001	0.326001
iJR904.xml.gz	obj	R_DHDPS	0.326001	optimal	0.326001	0.326001
iJR904.xml.gz	obj	R_DHFR	0.06887	optimal	0.06887	0.06887
iJR904.xml.gz	obj	R_DHFS_1	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_DHNAOT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHNPA2r	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_DHORD2	0.290506	optimal	0.0	0.290506
iJR904.xml.gz	obj	R_DHORD5	0.0	optimal	0.0	0.290506
iJR904.xml.gz	obj	R_DHORTS	-0.290506	optimal	-0.290506	-0.290506
iJR904.xml.gz	obj	R_DHPPD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHPPDA2	9e-06	optimal	9e-06	9e-06
iJR904.xml.gz	obj	R_DHPS2_1	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_DHPTDCs	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DHQS	0.378921	optimal	0.378921	0.378921
iJR904.xml.gz	obj	R_DHQTi	0.378921	optimal	0.378921	0.378921
iJR904.xml.gz	obj	R_DINSt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DKGLCNR1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DKGLCNR2x	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DKGLCNR2y	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DKMPPD	0.006454	optimal	0.006454	0.006454
iJR904.xml.gz	obj	R_DKMPPD2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DMATT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DMPPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DMQMT	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DMSOR1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DMSOR1e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DMSOR2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DMSOR2e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DNMPPA	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_DNTPPA	0.046097	optimal	0.046097	0.046097
iJR904.xml.gz	obj	R_DOGULNR	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DPCOAK	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_DPR	5.4e-05	optimal	5.4e-05	5.4e-05
iJR904.xml.gz	obj	R_DRPA	0.476647	optimal	0.476647	0.476647
iJR904.xml.gz	obj	R_DSERt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DTMPK	0.022772	optimal	0.022772	0.022772
iJR904.xml.gz	obj	R_DURIK1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DURIPP	0.476647	optimal	0.0	0.476647
iJR904.xml.gz	obj	R_DURIt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DUTPDP	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DXPRIi	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DXPS	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_DXYLK	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_D_LACt2	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_E4PD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ECAP_EC	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EDA	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EDD	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EDTXS1	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_EDTXS2	0.007744	optimal	0.007744	0.007744
iJR904.xml.gz	obj	R_EDTXS3	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EDTXS4	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ENO	13.393048	optimal	13.393048	13.393048
iJR904.xml.gz	obj	R_ENTCS_1	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ETHAAL	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_ETOHt2r	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_12ppd__S_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_15dap_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_26dap__M_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_2ddglcn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_3hcinnm_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_3hpppn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_4abut_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ac_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_acac_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_acald_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_acgam_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_acmana_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_acnam_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ade_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_adn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_akg_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ala__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_ala__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_alltn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_amp_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_arab__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_arg__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_asn__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_asp__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_but_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_cbl1_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_chol_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_cit_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_co2_e	21.777023	optimal	21.777023	21.777023
iJR904.xml.gz	obj	R_EX_crn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_csn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_cynt_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_cys__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_cytd_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_dad_2_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_dcyt_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_dgsn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_dha_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_din_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_dms_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_dmso_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_duri_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_etoh_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_fe2_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_for_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_fru_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_fuc1p__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_fuc__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_fum_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_g6p_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_gal_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_galct__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_galctn__D_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_galt_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_galur_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_gam_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_gbbtn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glc__D_e	-10.0	optimal	-10.0	-10.0
iJR904.xml.gz	obj	R_EX_glcn_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glcr_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glcur_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_gln__L_e	0.0	optimal	0.0	0.0
iJR904.xml.gz	obj	R_EX_glu__L_e	0.0	optimal	0.0	0.0
