reaction	minimum	maximum
CYTK2	-0.0	0.0
DAAD	0.0	0.0
DADA	0.0	0.0
DADK	-0.4766471651	0.0
DADNt2	-0.0	0.0
DAGK_EC	0.015488728	0.015488728
DALAt2r	-0.0	0.0
DAPDC	0.300555079	0.300555079
DAPE	0.3260008464	0.3260008464
DAPabc	0.0	0.0
DASYN_EC	0.1403665975	0.1403665975
DB4PS	1.8439e-05	1.8439e-05
DBTS	0.0	0.0
DCTPD	0.0	0.0
DCYTD	-0.0	0.0
DCYTt2	-0.0	0.0
DDGALK	0.0	0.0
DDGLCNt2r	0.0	0.0
DDGLK	0.0	0.0
DDPA	0.3789206671	0.3789206671
DDPGALA	-0.0	0.0
DGK1	-0.4766471651	0.0
DGSNt2	-0.0	0.0
DHAD1	0.7652713138	0.7652713138
DHAD2	0.2544576742	0.2544576742
DHAPT	0.0	0.4172835242
DHAt	-0.0	0.0
DHBD	0.0	0.0
DHBSr	0.0	0.0
DHCIND	0.0	0.0
DHCINDO_1	-0.0	0.0
DHDPRy	0.3260008464	0.3260008464
DHDPS	0.3260008464	0.3260008464
DHFR	0.0688695227	0.0688695227
DHFS_1	0.0460974048	0.0460974048
DHNAOT	0.0	0.0
DHNPA2r	0.0460974048	0.0460974048
DHORD2	0.0	0.2905058448
DHORD5	0.0	0.2905058448
DHORTS	-0.2905058448	-0.2905058448
DHPPD	-0.0	0.0
DHPPDA2	9.2195e-06	9.2195e-06
DHPS2_1	0.0460974048	0.0460974048
DHPTDCs	0.0	0.0
DHQS	0.3789206671	0.3789206671
DHQTi	0.3789206671	0.3789206671
DINSt2	-0.0	0.0
DKGLCNR1	0.0	0.0
DKGLCNR2x	0.0	0.0
DKGLCNR2y	0.0	0.0
DKMPPD	0.0064536367	0.0064536367
DKMPPD2	0.0	0.0
DMATT	0.0	0.0
DMPPS	0.0	0.0
DMQMT	0.0	0.0
DMSOR1	0.0	0.0
DMSOR1e	0.0	0.0
DMSOR2	0.0	0.0
DMSOR2e	0.0	0.0
DNMPPA	0.0460974048	0.0460974048
DNTPPA	0.0460974048	0.0460974048
DOGULNR	0.0	0.0
DPCOAK	5.43949e-05	5.43949e-05
DPR	5.43949e-05	5.43949e-05
DRPA	0.4766471651	0.4766471651
DSERt2	-0.0	0.0
DTMPK	0.0227721179	0.0227721179
DURIK1	0.0	0.0
DURIPP	-0.0	0.4766471651
DURIt2	-0.0	0.0
DUTPDP	0.0	0.0
DXPRIi	0.0	0.0
DXPS	0.0	0.0
DXYLK	0.0	0.0
D_LACt2	-0.0	0.0
E4PD	0.0	0.0
ECAP_EC	0.0	0.0
EDA	-0.0	0.0
EDD	0.0	0.0
EDTXS1	0.007744364	0.007744364
EDTXS2	0.007744364	0.007744364
EDTXS3	0.0	-0.0
EDTXS4	0.0	-0.0
ENO	13.393048015	13.3930480151
ENTCS_1	0.0	0.0
ETHAAL	0.0	0.0
ETOHt2r	-0.0	0.0
EX_12ppd__S_e	0.0	0.0
EX_15dap_e	0.0	0.0
EX_26dap__M_e	0.0	0.0
EX_2ddglcn_e	0.0	0.0
EX_3hcinnm_e	0.0	0.0
EX_3hpppn_e	0.0	0.0
EX_4abut_e	0.0	0.0
EX_ac_e	0.0	0.0
EX_acac_e	0.0	0.0
EX_acald_e	0.0	0.0
EX_acgam_e	0.0	0.0
EX_acmana_e	0.0	0.0
EX_acnam_e	0.0	0.0
EX_ade_e	0.0	0.0
EX_adn_e	0.0	0.0
EX_akg_e	0.0	0.0
EX_ala__D_e	0.0	0.0
EX_ala__L_e	0.0	0.0
EX_alltn_e	0.0	0.0
EX_amp_e	-0.0	0.0
EX_arab__L_e	0.0	0.0
EX_arg__L_e	0.0	0.0
EX_asn__L_e	0.0	0.0
EX_asp__L_e	0.0	0.0
EX_but_e	0.0	0.0
EX_cbl1_e	0.0	0.0
EX_chol_e	0.0	0.0
EX_cit_e	0.0	0.0
EX_co2_e	21.7770230734	21.7770230734
EX_crn_e	0.0	0.0
EX_csn_e	0.0	0.0
EX_cynt_e	0.0	0.0
EX_cys__L_e	0.0	0.0
EX_cytd_e	0.0	0.0
EX_dad_2_e	0.0	0.0
EX_dcyt_e	0.0	0.0
EX_dgsn_e	0.0	0.0
EX_dha_e	0.0	0.0
EX_din_e	0.0	0.0
EX_dms_e	0.0	0.0
EX_dmso_e	-0.0	0.0
EX_duri_e	0.0	0.0
EX_etoh_e	0.0	0.0
EX_fe2_e	-0.0	0.0
EX_for_e	0.0	0.0
EX_fru_e	0.0	0.0
EX_fuc1p__L_e	0.0	0.0
EX_fuc__L_e	0.0	0.0
EX_fum_e	0.0	0.0
EX_g6p_e	0.0	0.0
EX_gal_e	0.0	0.0
EX_galct__D_e	0.0	0.0
EX_galctn__D_e	0.0	0.0
EX_galt_e	0.0	0.0
EX_galur_e	0.0	0.0
EX_gam_e	0.0	0.0
EX_gbbtn_e	0.0	0.0
EX_glc__D_e	-10.0	-10.0
EX_glcn_e	0.0	0.0
EX_glcr_e	0.0	0.0
EX_glcur_e	0.0	0.0
EX_gln__L_e	0.0	0.0
EX_glu__L_e	0.0	0.0
EX_gly_e	0.0	0.0
EX_glyald_e	0.0	0.0
EX_glyb_e	0.0	0.0
EX_glyc3p_e	0.0	0.0
EX_glyc_e	0.0	0.0
EX_glyclt_e	0.0	0.0
EX_gsn_e	0.0	0.0
EX_gua_e	0.0	0.0
EX_h2o_e	41.2944936852	41.2944936852
EX_h_e	8.4275459758	8.4275459758
EX_hdca_e	0.0	0.0
EX_his__L_e	0.0	0.0
EX_hxan_e	0.0	0.0
EX_idon__L_e	0.0	0.0
EX_ile__L_e	0.0	0.0
EX_indole_e	0.0	0.0
EX_ins_e	0.0	0.0
EX_k_e	0.0	0.0
EX_lac__D_e	0.0	0.0
EX_lac__L_e	0.0	0.0
EX_lcts_e	0.0	0.0
EX_leu__L_e	0.0	0.0
EX_lys__L_e	0.0	0.0
EX_mal__L_e	0.0	0.0
EX_malt_e	0.0	0.0
EX_malthx_e	0.0	0.0
EX_maltpt_e	0.0	0.0
EX_malttr_e	0.0	0.0
EX_maltttr_e	0.0	0.0
EX_man6p_e	0.0	0.0
EX_man_e	0.0	0.0
EX_melib_e	0.0	0.0
EX_met__D_e	0.0	0.0
EX_met__L_e	0.0	0.0
EX_mnl_e	0.0	0.0
EX_na1_e	0.0	0.0
EX_nac_e	0.0	0.0
EX_nad_e	0.0	0.0
EX_nh4_e	-9.8505203095	-9.8505203095
EX_nmn_e	0.0	0.0
EX_no2_e	0.0	0.0
EX_no3_e	0.0	0.0
EX_o2_e	-19.9283876091	-19.9283876091
EX_ocdca_e	0.0	0.0
EX_orn_e	0.0	0.0
EX_phe__L_e	0.0	0.0
EX_pi_e	-0.8404819955	-0.8404819955
EX_pnto__R_e	0.0	0.0
EX_pppn_e	0.0	0.0
EX_pro__L_e	0.0	0.0
EX_ptrc_e	0.0	0.0
EX_pyr_e	0.0	0.0
EX_rib__D_e	0.0	0.0
EX_rmn_e	0.0	0.0
EX_sbt__D_e	0.0	0.0
EX_ser__D_e	0.0	0.0
EX_ser__L_e	0.0	0.0
EX_so4_e	-0.2148683011	-0.2148683011
EX_spmd_e	0.0	0.0
EX_succ_e	0.0	-0.0
EX_sucr_e	0.0	-0.0
EX_tartr__L_e	0.0	-0.0
EX_taur_e	0.0	0.0
EX_thm_e	0.0	0.0
EX_thr__L_e	0.0	-0.0
EX_thymd_e	0.0	-2e-10
EX_tma_e	0.0	0.0
EX_tmao_e	0.0	0.0
EX_tre_e	0.0	0.0
EX_trp__L_e	0.0	0.0
EX_tsul_e	0.0	0.0
EX_ttdca_e	0.0	0.0
EX_tyr__L_e	0.0	0.0
EX_ura_e	0.0	0.0
EX_urea_e	0.0	0.0
EX_uri_e	0.0	0.0
EX_val__L_e	0.0	0.0
EX_xan_e	0.0	0.0
EX_xtsn_e	0.0	0.0
EX_xyl__D_e	0.0	0.0
F6PA	-2.06e-08	0.4172835244
FAO1	0.0	0.0
FAO2	0.0	0.0
FAO3	0.0	0.0
FAO4	0.0	0.0
FBA	6.5858431247	7.0031266246
FBP	0.0	0.0
FCI	0.0	0.0
FCLK	0.0	0.0
FCLPA	0.0	0.0
FCLT	0.0	0.0
FDH2	0.0	0.3386886961
FDH3	0.0	0.3386886961
FE2abc	0.0	0.0
FFSD	-0.0	0.0
FHL	0.0	0.3386886961
FMNAT	9.2195e-06	9.2195e-06
FORt	-0.0	0.0
FRD2	0.0	0.6778088639
FRD3	0.0	0.3847861009
FRUK	0.0	0.0
FRUpts	0.0	0.0
FRUpts2	0.0	0.0
FTHFD	0.2861099962	0.2861099962
FUCPt6_2	0.0	0.0
FUCt	-0.0	0.0
FUM	4.9888070431	4.9888070432
FUMt2_2	0.0	0.0
FUMt2_3	0.0	0.0
G1PACT	0.0663802628	0.0663802628
G1PP	0.0	0.0
G1PTT	0.0	0.0
G1SAT	0.0	0.0
G3PD2	-0.1522136305	-0.1522136305
G3PD5	0.0	0.0
G3PD6	0.0	0.0
G3PD7	0.0	0.0
G5SADs	0.1936091	0.1936091
G5SD	0.1936091	0.1936091
G6PDA	0.0	0.0
G6PDH2r	5.062459283	5.062459283
G6Pt6_2	-0.0	0.0
GALCTD	0.0	0.0
GALCTND	0.0	0.0
GALCTNt2r	0.0	0.0
GALCTt2r	0.0	0.0
GALKr	0.0	0.0
GALS3	0.0	0.0
GALTpts	0.0	0.0
GALURt2r	0.0	0.0
GALUi_copy1	-999998.9817454277	0.0182545723
GALUi_copy2	0.0	999999.0
GALabc	0.0	0.0
GALt2	0.0	0.0
GAMpts	0.0	0.0
GAPD	15.3578281954	15.3578281955
GARFT	0.4406072922	0.4406072922
GART	0.0	0.0
GCALDD	0.0460974048	0.0460974048
GDMANE	0.0	0.0
GF6PTA	0.0663802628	0.0663802629
GHMT2r	1.4538282486	1.4538282486
GK1	0.2566795691	0.7333267343
GLCDe	0.0	0.0
GLCNt2r	-0.0	0.0
GLCP	0.0	0.0
GLCRAL	0.0	0.0
GLCRD	0.0	0.0
GLCRt2r	0.0	0.0
GLCS1	0.1419800066	0.1419800066
GLCURt2r	0.0	0.0
GLCpts	10.0	10.0
GLCt2	0.0	0.0
GLGC	0.1419800066	0.1419800066
GLNS	1.7532023121	1.7532023121
GLNabc	0.0	0.0
GLTPD	-0.0	0.0
GLU5K	0.1936091	0.1936091
GLUABUTt7	0.0	999999.0
GLUCYS	0.0	0.0
GLUDC	-0.0	0.0
GLUDy	-7.6733878243	-7.6733878243
GLUN	0.0	0.0
GLUPRT	0.4406072922	0.4406072922
GLUR	-0.0254457674	-0.0254457674
GLUSy	0.0	0.0
GLUTRR	0.0	0.0
GLUTRS	0.0	0.0
GLUabc	0.0	0.0
GLUt2r	-999999.0	0.0
GLUt4	0.0	999999.0
GLXCL	0.0	0.0
GLYALDt	-0.0	0.0
GLYAT	-0.0	0.0
GLYBabc	0.0	0.0
GLYBt2r	-0.0	0.0
GLYC3Pabc	0.0	0.0
GLYC3Pt6	0.0	0.0
GLYCDx	0.0	0.0
GLYCK	0.0	0.0
GLYCL	0.0	0.0
GLYCLTDx	0.0	0.0
GLYCLTDy	0.0	0.0
GLYCLTt2r	-0.0	0.0
GLYCTO2	0.0	0.0460974048
GLYCTO3	0.0	0.0460974048
GLYCTO4	0.0	0.0460974048
GLYCt	0.0	0.0
GLYK	0.0059465652	0.0059465652
GLYOX	0.0	0.0
GLYt2r	-0.0	0.0
GMAND	0.0	0.0
GMHEPAT	0.023233092	0.023233092
GMHEPK	0.023233092	0.023233092
GMHEPPA	0.023233092	0.023233092
GMPR	0.0	0.0
GMPS2	0.2566795691	0.2566795691
GND	5.062459283	5.062459283
GNK	-0.0	0.0
GOFUCR	0.0	0.0
GP4GH	0.0	0.0
GPDDA1	0.0	0.0
GPDDA2	0.0	0.0
GPDDA3	0.0	0.0
GPDDA4	0.0	0.0
GPDDA5	0.0	0.0
GRTT	0.0	0.0
GSNK	0.0	0.4766471651
GSNt2	0.0	0.0
GSPMDA	0.0	0.0
GSPMDS	0.0	0.0
GTHOr	0.0	0.0
GTHS	0.0	0.0
GTPCII2	9.2195e-06	9.2195e-06
GTPCI_1	0.0460974048	0.0460974048
GUAD	0.0	0.0
GUAPRT	0.0	0.0
GUAt	-0.0	0.0
GUAt2r	0.0	0.0
GUI1	0.0	0.0
GUI2	0.0	0.0
H2Ot	-41.2944936852	-41.2944936852
HBZOPT	0.0	0.0
HCINNMt2r	-0.0	0.0
HCO3E	2.5673451725	2.5673451725
HDCAt2	-0.0	0.0
HEMEOS	0.0	0.0
HETZK	0.0	0.0
HEX1	-0.0	0.0
HISTD	0.0829753286	0.0829753286
HISTP	0.0829753286	0.0829753286
HISabc	0.0	0.0
HISt2r	-0.0	0.0
HKNDDH_1	-0.0	0.0
HKNTDH_1	-0.0	0.0
HMBS	0.0	0.0
HMPK1	0.0	0.0
HOPNTAL	-0.0	0.0
HPPK2	0.0460974048	0.0460974048
HPPPNDO_1	-0.0	0.0
HPPPNt2r	-0.0	0.0
HPYRI	-0.0	0.0
HPYRRx	0.0	0.0
HPYRRy	0.0	0.0
HSDy	-0.1346044219	-0.1346044219
HSK	0.0	0.0
HSST	0.1346044219	0.1346044219
HSTPT	0.0829753286	0.0829753286
HXPRT	0.0	0.0
HYD1	0.0	0.3386886961
HYD2	0.0	0.3386886961
HYD3	0.0	0.3386886961
HYPOE	0.0	0.0
HYXNt	-0.0	0.0
ICDHyr	5.0461476049	5.0461476049
ICHORS	0.0	0.0
ICHORT	0.0	0.0
ICL	0.0	0.0
IDOND	-0.0	0.0
IDOND2	0.0	0.0
IDONt2r	-0.0	0.0
IG3PS	0.0829753286	0.0829753286
IGPDH	0.0829753286	0.0829753286
IGPS	0.0497851971	0.0497851971
ILETA	-0.2544576742	-0.2544576742
ILEabc	0.0	0.0
ILEt2r	-0.0	0.0
IMPC	-0.5235826207	-0.5235826207
IMPD	0.2566795691	0.2566795691
INDOLEt2r	-0.0	0.0
INSK	0.0	0.0
INSt2_copy1	0.0	999999.0
INSt2_copy2	-999999.0	0.0
IPDDI	0.0	0.0
IPDPS	0.0	0.0
IPMD	0.3945937847	0.3945937847
IPPMIa	-0.3945937847	-0.3945937847
IPPMIb	-0.3945937847	-0.3945937847
IPPS	0.3945937847	0.3945937847
KARA1	-0.7652713138	-0.7652713138
KARA2	0.2544576742	0.2544576742
KAS14	0.0	0.2962219229
KAS15	0.0	0.2962219229
KAS16	0.030977456	0.030977456
KDOCT2	0.03872182	0.03872182
KDOPP	0.03872182	0.03872182
KDOPS	0.03872182	0.03872182
KG6PDC	0.0	0.0
Kabc	0.0	0.0
Kt2r	-0.0	0.0
LACZ	-0.0	0.0
LCADi_copy1	-999999.0	0.0
LCADi_copy2	0.0	999999.0
LCARS	0.0	0.0
LCTSt	-0.0	0.0
LDH_D	-0.0	-0.0
LDH_D2	0.0	-0.0
LEUTAi	0.3945937847	0.3945937847
LEUabc	0.0	-0.0
LEUt2r	-0.0	-0.0
LGTHL	0.0	-0.0
LPADSS	0.007744364	0.007744364
LPLIPA1	0.0	-0.0
LPLIPA2	0.0	-0.0
LPLIPA3	0.0	-0.0
LPLIPA4	0.0	-0.0
LPLIPA5	0.0	0.0
LPLIPA6	0.0	-0.0
LPSSYN_EC	0.007744364	0.007744364
LYSDC	0.0	-2e-10
LYSabc	0.0	-7.6e-09
LYSt2r	-0.0	-0.0
L_LACD2	0.0	0.0
L_LACD3	0.0	0.0
L_LACt2r	-0.0	0.0
M1PD	-0.0	0.0
MACPD	0.0	-5.7e-09
MALS	0.0460974047	0.0460973794
MALTHXabc	0.0	0.0
MALTPTabc	0.0	0.0
MALTTRabc	0.0	0.0
MALTTTRabc	0.0	0.0
MALTabc	0.0	0.0
MALTpts	0.0	0.0
MALt2_2	0.0	0.0
MALt2_3	0.0	0.0
MAN1PT2	0.0	0.0
MAN6PI	-0.0	0.0
MAN6Pt6_2	-0.0	0.0
MANAO	0.0	0.0
MANpts	0.0	0.0
MCITD	0.0	0.0
MCITL2	0.0	0.0
MCITS	0.0	0.0
MCOATA	2.1267378803	2.1267378803
MDH	5.0349044479	5.0349044479
MDH2	0.0	0.0
MDH3	0.0	0.0
MDRPD	0.0064536367	0.0064536367
ME1	0.0	0.0
ME2	0.0	0.0
MECDPDH	0.0	0.0
MECDPS	0.0	0.0
MELIBt2	0.0	0.0
MEPCT	0.0	-0.0
METAT	0.0064536367	0.0064536367
METDabc	0.0	0.0
METS_1	0.1346044219	0.1346044219
METabc	-0.0	0.0
MGSA	0.0	-0.0
MI1PP	0.0	0.0
MICITDr	0.0	-0.0
MLTG1	-0.0	0.0
MLTG2	-0.0	0.0
MLTG3	0.0	-0.0
MLTG4	0.0	-0.0
MLTG5	0.0	-0.0
MLTP1	-0.0	0.0
MLTP2	-0.0	0.0
MLTP3	-0.0	0.0
MMCD	0.0	-2.8e-09
MME	0.0	-2.8e-09
MMM2	0.0	-2.8e-09
MNLpts	-0.0	0.0
MNNH	0.0	0.0
MOAT	0.007744364	0.007744364
MOAT2	0.007744364	0.007744364
MOHMT	5.43949e-05	5.43949e-05
MTAN	0.0064536367	0.0064536367
MTHFC_1	1.2502999091	1.2502999091
MTHFD_1	1.2502999091	1.2502999091
MTHFR2_1	0.1807018266	0.1807018266
MTRI	0.0064536367	0.0064536367
MTRK	0.0064536367	0.0064536367
NACODA	0.0	0.0
NACt	0.0	0.0
NADDP	0.0	0.0
NADDPe	-0.0	0.0
NADH10	0.0	0.0
NADH5	0.0	0.0
NADH6	35.1438297963	35.1438297963
NADH7	0.0	0.0
NADH8	0.0	0.0
NADH9	0.0	0.0
NADK	0.0004886325	0.0004886325
NADPPPS	0.0	0.0
NADS1	0.0025169183	0.0025169183
NADTRHD	0.0	0.0
NAMNPP	0.0	0.0
NAt3_1	-0.0	999999.0
NAt3_15	0.0	0.0
NAt3_2	0.0	0.0
NDPK1	-999996.155731127	999999.0
NDPK2	0.3496027176	0.8490220008
NDPK3	0.1557253285	0.1791428124
NDPK4	0.0227721179	0.022772118
NDPK5	-0.4766471678	0.0234174816
NDPK6	-0.4994192857	0.0
NDPK7	-2.3e-09	0.0234174816
NDPK8	-0.4766471678	0.022772118
NH4t	9.8505203078	9.8505203095
NMNAT	0.0	0.0
NMNDA	0.0	0.0
NMNN	0.0	0.0
NMNP	0.0	0.0
NMNt7	0.0	0.0
NNAM	0.0	0.0
NNATr	0.0025169183	0.0025169183
NNDMBRT	0.0	-0.0
NNDPR	0.0025169183	0.0025169183
NO2t2r	0.0	0.0
NO3R1	0.0	0.0
NO3R2	0.0	0.0
NO3t7	0.0	0.0
NPHS	0.0	0.0
NTD1	0.0	0.4766471652
NTD10	0.0	0.0
NTD11	0.0	0.0
NTD2	0.0	0.0
NTD3	-0.0	0.0
NTD4	0.0	0.0
NTD5	0.0	0.0
NTD6	0.0	0.4766471652
NTD7	0.0	0.0
NTD8	0.0	0.4766471652
NTD9	0.0	0.0
NTPP1	0.0	0.0
NTPP2	0.0	0.0
NTPP3	0.0	0.0
NTPP4	0.0	0.0
NTPP5	0.0	0.0
NTPP6	0.0	0.0
NTPP7	0.0	0.0
NTPP8	0.0	0.0
NTPTP1	5.4e-09	0.0
NTPTP2	0.0	0.0
NTRIR2x	0.0	0.0
O2t	19.9283876135	19.9283876091
OBTFL	0.0	0.0
OCBT	0.2590674147	0.2590674147
OCDCAt2	-0.0	0.0
OCTDPS	0.0	0.0
OHPBAT	0.0	0.0
OHPHM	0.0	0.0
OMBZLM	0.0	0.0
OMCDC	0.3945937847	0.3945937847
OMMBLHX	0.0	0.0
OMPDC	0.2905058448	0.2905058448
OMPHHX	0.0	0.0
OP4ENH	0.0	0.0
OPHBDC	0.0	0.0
OPHHX	0.0	0.0
ORNDC	0.03872182	0.03872182
ORNTA	0.0	0.0
ORNabc	0.0	-1.8e-09
ORPT	-0.2905058448	-0.2905058447
OXGDC2	0.0	-1e-10
P5CD	0.0	-1.1e-09
P5CR	0.1936091	0.1936090987
PACCOAL	0.0	0.0
PANTS	5.43949e-05	5.4395e-05
PAPA_EC	0.0	-1.4e-09
PAPPT3	0.0254457674	0.0254457674
PAPSR	0.2148683011	0.2148683011
PASYN_EC	0.1248778695	0.1248778692
PDH	7.9607362299	7.9607362249
PDX5POi	0.0	0.0
PDX5PS	0.0	0.0
PDXPP	0.0	-1.4e-09
PEAMNO	0.0	0.0
PEPT_EC	0.015488728	0.015488728
PERD	0.0	-3e-10
PFK	6.5858431002	7.0031266197
PFK_2	-0.0	0.0
PFL	0.0	1e-10
PGAMT	-0.0663802628	-0.0663802628
PGCD	1.9647802117	1.9647801805
PGI	4.7773061625	4.7773061381
PGK	-15.3578281827	-15.3578281954
PGL	5.0624592953	5.0624592832
PGLYCP	0.0	0.0
PGM	-13.393047971	-13.393048015
PGMT	-0.1602345735	-0.1602345789
PGPP_EC	0.0332823262	0.0332823262
PGSA_EC	0.0332823262	0.0332823262
PHETA1	-0.1622628646	-0.1622628647
PHEt2r	1e-10	0.0
PIabc	0.0	0.0
PIt2r	0.8404819955	0.8404819955
