model	objective	reaction	status	minimum	maximum
macrophage_SARS_CoV_2	obj	3HCO3_NAt	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	3HLYTCL	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3HPCOAHYD	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3HXKYNDCL	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3HXKYNOXDA	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3M4HDXPAC	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3MLDAt	optimal	0.0	0.008582
macrophage_SARS_CoV_2	obj	3MOBt2im	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	3MOPt2im	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	3MOX4HOXPGALDOX	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	3MOX4HOXPGALDOX_LPAREN_NADP_RPAREN_	optimal	1000.0	0.0
macrophage_SARS_CoV_2	obj	3MOXTYROX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3NTD7l	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3SALAASPm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3SALATAi	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	3SALATAim	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	41R1H2MAE12BOOX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	41R2A1H12BOOX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	42A12BOOX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4ABUTtm	optimal	0.0	0.241141
macrophage_SARS_CoV_2	obj	4HBZCOAFm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4HBZFm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4HDEBRISOQUINEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4HGLSDm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4HOXPACDOX_LPAREN_NADP_RPAREN_	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4MOPt2im	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	4MPTNLte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4MPTNLtm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4MPTNLtr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4NPHSFte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4NPHSULT	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4NPHte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	4PYRDX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5ADTSTSTERONEGLCte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5ADTSTSTERONEGLCtr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5ADTSTSTERONEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5ADTSTSTERONEtr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5DHFtl	optimal	0.0	0.327585
macrophage_SARS_CoV_2	obj	5FTHFt2	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5HLTDL	optimal	0.0	0.008697
macrophage_SARS_CoV_2	obj	5HOXINDACTO2OX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5HOXINDACTOX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5HOXINDACTOXm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5HOXINOXDA	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5HTRPDOX	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5HTRPVESSEC	optimal	0.0	0.002899
macrophage_SARS_CoV_2	obj	5HXKYNDCL	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5HXKYNOXDA	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	5MTHFt	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	5MTHFt2	optimal	1000.0	0.0
macrophage_SARS_CoV_2	obj	5THFtl	optimal	0.0	0.327585
macrophage_SARS_CoV_2	obj	5THFtm	optimal	0.0	0.327585
macrophage_SARS_CoV_2	obj	6DHFtl	optimal	0.0	0.262068
macrophage_SARS_CoV_2	obj	6DHFtm	optimal	0.0	0.262068
macrophage_SARS_CoV_2	obj	6HTSTSTERONEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	6THFtl	optimal	0.0	0.262068
macrophage_SARS_CoV_2	obj	6THFtm	optimal	0.0	0.262068
macrophage_SARS_CoV_2	obj	7DHCHSTEROLtr	optimal	0.0	0.021363
macrophage_SARS_CoV_2	obj	7DHFtl	optimal	0.0	0.21839
macrophage_SARS_CoV_2	obj	7DHFtm	optimal	0.0	0.21839
macrophage_SARS_CoV_2	obj	7THFtl	optimal	0.0	0.21839
macrophage_SARS_CoV_2	obj	7THFtm	optimal	0.0	0.21839
macrophage_SARS_CoV_2	obj	A4GALTc	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	A4GALTg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AACOAT	optimal	0.739185	1.091952
macrophage_SARS_CoV_2	obj	ABO1g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO2g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO3g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO4g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO5g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO6g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO7g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO8g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABO9g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABTArm	optimal	0.0	0.241141
macrophage_SARS_CoV_2	obj	ABTD	optimal	0.288384	0.0
macrophage_SARS_CoV_2	obj	ABTti	optimal	0.0	0.288384
macrophage_SARS_CoV_2	obj	ABUTD	optimal	0.0	0.249785
macrophage_SARS_CoV_2	obj	ABUTt2r	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ABUTt2rL	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ABUTt4_LPAREN_2_RPAREN_r	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ACACT1	optimal	0.0	0.743713
macrophage_SARS_CoV_2	obj	ACACT10m	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACT1r	optimal	1.835665	0.739185
macrophage_SARS_CoV_2	obj	ACACT1rm	optimal	0.720156	1.233743
macrophage_SARS_CoV_2	obj	ACACT1x	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACT4p	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACT5p	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACT6p	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACT7p	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACT8p	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACT9p	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACACt2	optimal	0.460855	0.0
macrophage_SARS_CoV_2	obj	ACACt2m	optimal	1.197552	1.601207
macrophage_SARS_CoV_2	obj	ACACtx	optimal	1.427056	0.0
macrophage_SARS_CoV_2	obj	ACALDt	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACALDtm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACALDtr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACALDtx	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACCOAC	optimal	0.0	1.310342
macrophage_SARS_CoV_2	obj	ACCOACm	optimal	0.0	1.637927
macrophage_SARS_CoV_2	obj	ACCOAL	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACCOALm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACCOAgt	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACCOAtn	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACCOAtr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACETONEt2	optimal	0.460855	0.0
macrophage_SARS_CoV_2	obj	ACETONEt2m	optimal	0.460855	0.0
macrophage_SARS_CoV_2	obj	ACGAGBSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGAGBSIDEtl	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGALtly	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGAM2E	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACGAM6PSi	optimal	0.0	0.123649
macrophage_SARS_CoV_2	obj	ACGAMK	optimal	0.0	0.256874
macrophage_SARS_CoV_2	obj	ACGAMPM	optimal	0.0	0.256874
macrophage_SARS_CoV_2	obj	ACGAMtly	optimal	0.0	0.256874
macrophage_SARS_CoV_2	obj	ACGPID	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACHEe	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACHVESSEC	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACITL	optimal	0.0	1.332723
macrophage_SARS_CoV_2	obj	ACN13ACNGALGBSIDEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACN13ACNGALGBSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACN23ACNGALGBSIDEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACN23ACNGALGBSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACNACNGAL14ACGLCGALGLUSIDEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACNACNGAL14ACGLCGALGLUSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACNACNGALGBSIDEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACNACNGALGBSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACNAM9PL	optimal	0.0	0.624333
macrophage_SARS_CoV_2	obj	ACNAM9PL2	optimal	0.0	0.225693
macrophage_SARS_CoV_2	obj	ACNAMPH	optimal	0.0	0.624333
macrophage_SARS_CoV_2	obj	ACNAMlt	optimal	0.030134	0.0
macrophage_SARS_CoV_2	obj	ACNAMtn	optimal	0.0	0.02986
macrophage_SARS_CoV_2	obj	ACNGALACGLCGAL14ACGLCGALGLUSIDEte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACNGALACGLCGAL14ACGLCGALGLUSIDEtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACNMLr	optimal	0.0	0.624333
macrophage_SARS_CoV_2	obj	ACOAD10m	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACOAD1fm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACOAD8m	optimal	0.0	0.026221
macrophage_SARS_CoV_2	obj	ACOAD9m	optimal	0.0	0.002921
macrophage_SARS_CoV_2	obj	ACOAHi	optimal	0.0	0.866765
macrophage_SARS_CoV_2	obj	ACOAO7p	optimal	0.0	0.602697
macrophage_SARS_CoV_2	obj	ACOATA	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACODA	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACONT	optimal	0.0	2.92389
macrophage_SARS_CoV_2	obj	ACONTm	optimal	2.975816	0.328893
macrophage_SARS_CoV_2	obj	ACOX22x	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACOX2x	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACP1_LPAREN_FMN_RPAREN_	optimal	0.0	1.310342
macrophage_SARS_CoV_2	obj	ACRNtm	optimal	0.0	2.183903
macrophage_SARS_CoV_2	obj	ACS	optimal	0.0	0.935959
macrophage_SARS_CoV_2	obj	ACS2	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ACSm	optimal	0.0	0.818964
macrophage_SARS_CoV_2	obj	ACTLMO	optimal	0.0	0.301348
macrophage_SARS_CoV_2	obj	ACTNMO	optimal	0.0	0.245658
macrophage_SARS_CoV_2	obj	ACYP	optimal	0.0	1.310342
macrophage_SARS_CoV_2	obj	ACt2m	optimal	0.0	0.818964
macrophage_SARS_CoV_2	obj	ACt2r	optimal	0.920304	0.655171
macrophage_SARS_CoV_2	obj	ACtg	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADA	optimal	0.0	0.350377
macrophage_SARS_CoV_2	obj	ADAe	optimal	0.0	0.350377
macrophage_SARS_CoV_2	obj	ADCim	optimal	0.0	0.460855
macrophage_SARS_CoV_2	obj	ADEt	optimal	0.034185	0.0
macrophage_SARS_CoV_2	obj	ADEtl	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADHAPtx	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADK1	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ADK1m	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ADK3	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ADK3m	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ADKd	optimal	0.0	0.034185
macrophage_SARS_CoV_2	obj	ADMDC	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADNCYC	optimal	0.0	0.655171
macrophage_SARS_CoV_2	obj	ADNK1	optimal	0.0	1.312902
macrophage_SARS_CoV_2	obj	ADNK1m	optimal	0.0	0.085463
macrophage_SARS_CoV_2	obj	ADNt	optimal	1000.0	0.0
macrophage_SARS_CoV_2	obj	ADNt4	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ADNt5	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ADNtl	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADNtm	optimal	0.0	0.085463
macrophage_SARS_CoV_2	obj	ADPGLC	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADPMAN	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADPRDP	optimal	0.0	0.436781
macrophage_SARS_CoV_2	obj	ADPRDPm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADPRIBt	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADPT	optimal	0.0	0.656451
macrophage_SARS_CoV_2	obj	ADPtx	optimal	0.384529	0.0
macrophage_SARS_CoV_2	obj	ADRNCOAtx	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADRNCPT1	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADRNCPT2	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADRNCRNt	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADRNLPVESSEC	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADRNt	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ADSELK	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ADSK	optimal	0.0	1.310342
macrophage_SARS_CoV_2	obj	ADSL1	optimal	0.00125	0.668988
macrophage_SARS_CoV_2	obj	ADSL2	optimal	0.002015	0.044747
macrophage_SARS_CoV_2	obj	ADSS	optimal	0.00125	0.668988
macrophage_SARS_CoV_2	obj	AFLATOXINte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T10g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T11g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T12g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T13g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T14g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T15g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T16g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T17g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T18g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T1g	optimal	0.0	0.030134
macrophage_SARS_CoV_2	obj	AG13T2g	optimal	0.0	0.030134
macrophage_SARS_CoV_2	obj	AG13T3g	optimal	0.0	0.030134
macrophage_SARS_CoV_2	obj	AG13T4g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T5g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T6g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T7g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T8g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AG13T9g	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGLPC	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGLPED	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGLPET	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGLPH	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGLPR	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGLPT	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGMTm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGPAT1	optimal	0.0	505.349555
macrophage_SARS_CoV_2	obj	AGPRim	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGPSx	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AGPex	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AHANDROSTANGLCte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AHANDROSTANGLCtr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AHC	optimal	0.00256	0.328162
macrophage_SARS_CoV_2	obj	AHCYStn	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AHCYStr	optimal	0.328162	0.0
macrophage_SARS_CoV_2	obj	AHEXASE2ly	optimal	0.0	0.045184
macrophage_SARS_CoV_2	obj	AHEXASEly	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AICART	optimal	0.002015	0.044747
macrophage_SARS_CoV_2	obj	AIRCr	optimal	0.002015	0.044747
macrophage_SARS_CoV_2	obj	AK2LGCHOLt	optimal	0.0	0.866765
macrophage_SARS_CoV_2	obj	AKGDm	optimal	0.0	0.28052
macrophage_SARS_CoV_2	obj	AKGMALtm	optimal	1.723212	1000.0
macrophage_SARS_CoV_2	obj	AKGt4_3	optimal	0.310448	0.0
macrophage_SARS_CoV_2	obj	AKGtp	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AKR1C41	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AKR1C42	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALAASNNaEx	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALACYSNaEx	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALADGLNexR	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ALADGLYexR	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ALAGLNNaEx	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALAGLNexR	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ALAGLYexR	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ALAR	optimal	0.0	0.202054
macrophage_SARS_CoV_2	obj	ALASERNaEx	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALASm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALATA_L	optimal	0.209605	0.007551
macrophage_SARS_CoV_2	obj	ALATHRNaEx	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALAt2r	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ALAt2rL	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALAt4	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALAtN1	optimal	1000.0	1000.0
macrophage_SARS_CoV_2	obj	ALCD1	optimal	0.453534	0.0
macrophage_SARS_CoV_2	obj	ALCD21_D	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALCD21_L	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALCD22_D	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALCD22_L	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALCD2yf	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALDD20x	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALDD20xm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALDD21	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALDD2x	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALDD2xm	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALDD2y	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALDSTRNte	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALKP	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALOX12	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALOX12R	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALOX15	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALOX5	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALOX52	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	ALR	optimal	0.0	0.624333
macrophage_SARS_CoV_2	obj	ALR2	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	ALR3	optimal	0.0	1000.0
macrophage_SARS_CoV_2	obj	AM6SAD	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMACR2p	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMACR2r	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMACRp	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMACRr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMANK	optimal	0.0	0.624333
macrophage_SARS_CoV_2	obj	AMCOXO	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMETr	optimal	0.0	0.328162
macrophage_SARS_CoV_2	obj	AMETt2m	optimal	0.0	0.29032
macrophage_SARS_CoV_2	obj	AMETtn	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMPDA	optimal	0.0	0.667738
macrophage_SARS_CoV_2	obj	AMPTASECG	optimal	0.0	0.438413
macrophage_SARS_CoV_2	obj	AMPTASECGe	optimal	0.0	0.438413
macrophage_SARS_CoV_2	obj	AMPtp	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMPtr	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMY1e	optimal	0.0	0.0
macrophage_SARS_CoV_2	obj	AMY2e	optimal	0.0	0.0
