model	objective	reaction	status	minimum	maximum
iJR904	obj	EX_orn_e	optimal	0.0	0.0
iJR904	obj	EX_phe__L_e	optimal	0.0	0.0
iJR904	obj	EX_pi_e	optimal	-0.840482	-0.840482
iJR904	obj	EX_pnto__R_e	optimal	0.0	0.0
iJR904	obj	EX_pppn_e	optimal	0.0	0.0
iJR904	obj	EX_pro__L_e	optimal	0.0	0.0
iJR904	obj	EX_ptrc_e	optimal	0.0	0.0
iJR904	obj	EX_pyr_e	optimal	0.0	0.0
iJR904	obj	EX_rib__D_e	optimal	0.0	0.0
iJR904	obj	EX_rmn_e	optimal	0.0	0.0
iJR904	obj	EX_sbt__D_e	optimal	0.0	0.0
iJR904	obj	EX_ser__D_e	optimal	0.0	0.0
iJR904	obj	EX_ser__L_e	optimal	0.0	0.0
iJR904	obj	EX_so4_e	optimal	-0.2148683	-0.2148683
iJR904	obj	EX_spmd_e	optimal	0.0	0.0
iJR904	obj	EX_succ_e	optimal	0.0	-0.0
iJR904	obj	EX_sucr_e	optimal	0.0	-0.0
iJR904	obj	EX_tartr__L_e	optimal	0.0	0.0
iJR904	obj	EX_taur_e	optimal	0.0	0.0
iJR904	obj	EX_thm_e	optimal	0.0	0.0
iJR904	obj	EX_thr__L_e	optimal	0.0	0.0
iJR904	obj	EX_thymd_e	optimal	0.0	0.0
iJR904	obj	EX_tma_e	optimal	0.0	0.0
iJR904	obj	EX_tmao_e	optimal	0.0	0.0
iJR904	obj	EX_tre_e	optimal	0.0	0.0
iJR904	obj	EX_trp__L_e	optimal	0.0	0.0
iJR904	obj	EX_tsul_e	optimal	0.0	0.0
iJR904	obj	EX_ttdca_e	optimal	0.0	0.0
iJR904	obj	EX_tyr__L_e	optimal	0.0	0.0
iJR904	obj	EX_ura_e	optimal	0.0	0.0
iJR904	obj	EX_urea_e	optimal	0.0	0.0
iJR904	obj	EX_uri_e	optimal	0.0	0.0
iJR904	obj	EX_val__L_e	optimal	0.0	0.0
iJR904	obj	EX_xan_e	optimal	0.0	0.0
iJR904	obj	EX_xtsn_e	optimal	0.0	0.0
iJR904	obj	EX_xyl__D_e	optimal	0.0	0.0
iJR904	obj	F6PA	optimal	-2e-08	0.41728352
iJR904	obj	FAO1	optimal	0.0	0.0
iJR904	obj	FAO2	optimal	0.0	0.0
iJR904	obj	FAO3	optimal	0.0	0.0
iJR904	obj	FAO4	optimal	0.0	0.0
iJR904	obj	FBA	optimal	6.5858431	7.00312662
iJR904	obj	FBP	optimal	0.0	0.0
iJR904	obj	FCI	optimal	0.0	0.0
iJR904	obj	FCLK	optimal	0.0	0.0
iJR904	obj	FCLPA	optimal	0.0	0.0
iJR904	obj	FCLT	optimal	0.0	0.0
iJR904	obj	FDH2	optimal	0.0	0.3386887
iJR904	obj	FDH3	optimal	0.0	0.3386887
iJR904	obj	FE2abc	optimal	0.0	0.0
iJR904	obj	FFSD	optimal	-0.0	0.0
iJR904	obj	FHL	optimal	0.0	0.3386887
iJR904	obj	FMNAT	optimal	9.22e-06	9.22e-06
iJR904	obj	FORt	optimal	-0.0	0.0
iJR904	obj	FRD2	optimal	0.0	0.67780886
iJR904	obj	FRD3	optimal	0.0	0.3847861
iJR904	obj	FRUK	optimal	0.0	0.0
iJR904	obj	FRUpts	optimal	0.0	0.0
iJR904	obj	FRUpts2	optimal	0.0	0.0
iJR904	obj	FTHFD	optimal	0.28611	0.28611
iJR904	obj	FUCPt6_2	optimal	0.0	0.0
iJR904	obj	FUCt	optimal	-0.0	0.0
iJR904	obj	FUM	optimal	4.98880704	4.98880704
iJR904	obj	FUMt2_2	optimal	0.0	0.0
iJR904	obj	FUMt2_3	optimal	0.0	0.0
iJR904	obj	G1PACT	optimal	0.06638026	0.06638026
iJR904	obj	G1PP	optimal	0.0	0.0
iJR904	obj	G1PTT	optimal	0.0	0.0
iJR904	obj	G1SAT	optimal	0.0	0.0
iJR904	obj	G3PD2	optimal	-0.15221363	-0.15221363
iJR904	obj	G3PD5	optimal	0.0	0.0
iJR904	obj	G3PD6	optimal	0.0	0.0
iJR904	obj	G3PD7	optimal	0.0	0.0
iJR904	obj	G5SADs	optimal	0.1936091	0.1936091
iJR904	obj	G5SD	optimal	0.1936091	0.1936091
iJR904	obj	G6PDA	optimal	0.0	0.0
iJR904	obj	G6PDH2r	optimal	5.06245928	5.06245928
iJR904	obj	G6Pt6_2	optimal	-0.0	0.0
iJR904	obj	GALCTD	optimal	0.0	0.0
iJR904	obj	GALCTND	optimal	0.0	0.0
iJR904	obj	GALCTNt2r	optimal	0.0	0.0
iJR904	obj	GALCTt2r	optimal	0.0	0.0
iJR904	obj	GALKr	optimal	0.0	0.0
iJR904	obj	GALS3	optimal	0.0	0.0
iJR904	obj	GALTpts	optimal	0.0	0.0
iJR904	obj	GALURt2r	optimal	0.0	0.0
iJR904	obj	GALUi_copy1	optimal	-999998.98174543	0.01825457
iJR904	obj	GALUi_copy2	optimal	0.0	999999.0
iJR904	obj	GALabc	optimal	0.0	0.0
iJR904	obj	GALt2	optimal	0.0	0.0
iJR904	obj	GAMpts	optimal	0.0	0.0
iJR904	obj	GAPD	optimal	15.3578282	15.3578282
iJR904	obj	GARFT	optimal	0.44060729	0.44060729
iJR904	obj	GART	optimal	0.0	0.0
iJR904	obj	GCALDD	optimal	0.0460974	0.0460974
iJR904	obj	GDMANE	optimal	0.0	0.0
iJR904	obj	GF6PTA	optimal	0.06638026	0.06638026
iJR904	obj	GHMT2r	optimal	1.45382825	1.45382825
iJR904	obj	GK1	optimal	0.25667957	0.73332673
iJR904	obj	GLCDe	optimal	0.0	0.0
